id,category,name,price,sales_price,color,gender
C1DE5015B017,Slip-on,slip-on in camoscio con fascia strass jeans,139.9,97.93,Celeste,Donna
C1NA5010B003,Décolleté,dècollète in pelle scamosciata cielo,129.0,64.5,Celeste,Donna
C1DM9128B017,Sneakers,sneakers in tessuto jeans con strass jeans,89.9,62.93,Celeste,Donna
C1NA4030B003,Décolleté,dècollète' in pelle con cinturino alla caviglia cielo,129.0,64.5,Celeste,Donna
C1DM9127B017,Sneakers,sneakers mid in tessuto jeans con strass jeans,89.9,62.93,Celeste,Donna
C1NB4020B003,Décolleté,dècollète in pelle aperte dietro cielo,129.0,64.5,Celeste,Donna
C1ED9105B017,Ballerine,ballerine asimmetriche in denim con rete strass jeans,119.9,83.93,Celeste,Donna
C1EF5017B003,Tronchetti,tronchetti in suede con tacco basso cielo,149.0,74.5,Celeste,Donna
C1DG9001B017,Sneakers,sneakers in denim sfrangiato jeans,99.9,69.93,Celeste,Donna
C1DB6030B015,Sneakers,sneakers in pelle scamosciata e tessuto con riporti glitter celeste,99.9,69.93,Celeste,Donna
C1LB4207B015,Ciabatte,ciabatte in pelle con catena celeste,149.0,74.5,Celeste,Donna
C1GN9050B015,Sandali,sandali fasce con strass celeste,89.0,44.5,Celeste,Donna
C1XA5563M007,Sandali,sandali asimmetrico con mignons cuoio,105.0,,Cuoio,Donna
C1XV1226M007,Tronchetti,tronchetto da donna in pelle con lacci dietro cuoio,169.0,67.6,Cuoio,Donna
C1XV1123M007,Décolleté,décolleté in pelle con morsetto tacco 60 mm cuoio,149.0,59.6,Cuoio,Donna
C1XV1115M007,Décolleté,décolleté  in pelle con accessorio tacco 70 mm cuoio,149.0,59.6,Cuoio,Donna
C1XR1043M020,Stringate,derby da uomo in pelle con forature inglesi cognac,149.0,59.6,Cuoio,Donna
C1XL1234M007,Tronchetti,tronchetto da donna in pelle con cerniera sul retro cuoio,159.0,63.6,Cuoio,Donna
C1XA1007M020,Tronchetti,tronchetto da donna in pelle con cerniera cognac,149.0,59.6,Cuoio,Donna
C1NA5045M007,Décolleté,décolleté in camoscio con nappine cuoio,129.9,64.95,Cuoio,Donna
C1LB5501M007,Stivali,stivale in camoscio cuoio,169.9,84.95,Cuoio,Donna
C1LB4402M007,Tronchetti,tronchetto in pelle bimateriale cuoio,149.9,74.95,Cuoio,Donna
C1HB6001M007,Tronchetti,tronchetto da donna liscio in pelle scamosciata cuoio,139.9,69.95,Cuoio,Donna
C1HB1001M007,Tronchetti,tronchetto da donna liscio in pelle cuoio,149.9,74.95,Cuoio,Donna
C1GA4332M007,Tronchetti,tronchetto da donna filoforma in pelle cuoio,109.9,54.95,Cuoio,Donna
C1DN1184M059,Running,running allacciata con zip nocciola,129.9,64.95,Cuoio,Donna
C1DN1183M059,Tronchetti,tronchetto con riporto in nylon e camoscio nocciola,129.9,64.95,Cuoio,Donna
C1DM9002M007,Sneakers,sneakers da donna mid 3 fibbie cuoio,89.9,44.95,Cuoio,Donna
C1DE1032M059,Sneakers,sneakers da donna in pelle con accessori gioiello removibili nocciola,129.9,64.95,Cuoio,Donna
C1HN9008M007,Ciabatte,ciabatta tre fasce su zeppa in rafia cuoio,119.9,83.93,Cuoio,Donna
C1XV1118M007,Tronchetti,tronchetto da donna in pelle con accessorio e tacco 70 mm cuoio,199.0,79.6,Cuoio,Donna
C1HN9007M007,Sandali,sandali frate su zeppa in rafia cuoio,119.9,83.93,Cuoio,Donna
C1HL9002M007,Ciabatte,ciabatte doppia fibbia in raffia intrecciata cuoio,99.0,49.5,Cuoio,Donna
C1XV1223M007,Mocassini,mocassino da donna in pelle con frangia cuoio,149.0,59.6,Cuoio,Donna
C1EN6003M007,Tronchetti,tronchetto in pelle scamosciata e intreccio con fibbia cuoio,139.9,97.93,Cuoio,Donna
C1FC1103M007,Stivaletti,stivaletto donna in pelle cuoio,169.0,84.5,Cuoio,Donna
C1LN9001M007,Sandali,sandali gabbia con strass triangolo cuoio,99.9,69.93,Cuoio,Donna
C1XJ1958M007,Sandali,sandali infradito in pelle con accessorio cuoio,125.0,50.0,Cuoio,Donna
C1ED1300M020,Mocassini,mocassino da donna in pelle con nappine cognac,119.9,59.95,Cuoio,Donna
C1GD9006M007,Sandali,sandali asimmetrici con borchie sfaccettate cuoio,89.9,62.93,Cuoio,Donna
C1XB1013M007,Sandali,sandali infradito in camoscio accessorio gioiello cuoio,135.0,54.0,Cuoio,Donna
C1LM1041M007,Sandali,sandali modello gilda in pelle cuoio,99.9,69.93,Cuoio,Donna
C1LF1003M020,Tronchetti,tronchetto donna in pelle con fibbia cognac,159.0,79.5,Cuoio,Donna
C1GC5014M007,Sandali,sandali gilda in camoscio con accessorio strass cuoio,99.9,69.93,Cuoio,Donna
C1GC5013M007,Sandali,sandali infradito in camoscio con accessorio strass cuoio,99.9,69.93,Cuoio,Donna
C1LC1101M007,Tronchetti,tronchetto donna in pelle con cerniera cuoio,159.0,79.5,Cuoio,Donna
C1GC5012M007,Sandali,sandali in camoscio con accessorio strass cuoio,99.9,69.93,Cuoio,Donna
C1LE6004M007,Stivali,stivale  3/4 donna in pelle scamosciata cuoio,169.0,84.5,Cuoio,Donna
C1HC1002M007,Tronchetti,tronchetto in pelle con elastico e borchie cuoio,159.0,63.6,Cuoio,Donna
C1XV1093M020,Stivaletti,stivaletto donna in pelle scamosciata con elastico cognac,179.0,71.6,Cuoio,Donna
C1XV1000M007,Mocassini,mocassini in pelle con morsetto cuoio,125.0,50.0,Cuoio,Donna
C1XV1073M020,Stivali,stivale donna in pelle cognac,225.0,90.0,Cuoio,Donna
C1HD6001M007,Stivali,stivale in pelle scamosciata cuoio,149.9,74.95,Cuoio,Donna
C1LE1003M007,Tronchetti,tronchetto donna stile texano in pelle cuoio,169.0,84.5,Cuoio,Donna
C1HF8082M007,Sandali,sandali incrocio su fondo zeppa cuoio,95.0,66.5,Cuoio,Donna
C1HF8081M007,Sandali,sandali bicolor su zeppa in pelle cuoio,95.0,66.5,Cuoio,Donna
C1XR1035M020,Tronchetti,tronchetto donna in pelle con elastici cognac,189.0,75.6,Cuoio,Donna
C1XR1036M020,Stivaletti,stivaletto donna in pelle con elastici cognac,175.0,70.0,Cuoio,Donna
C1ED1002M007,Mocassini,mocassino in pelle con borchie cuoio,139.0,69.5,Cuoio,Donna
C1XV1067M020,Tronchetti,tronchetto donna in pelle con cerniera cognac,195.0,78.0,Cuoio,Donna
C1XV1079M020,Tronchetti,tronchetto donna in pelle con elastico cognac,169.0,67.6,Cuoio,Donna
C1XV1089M020,Stivaletti,stivaletto in pelle con elestico e cerniera cognac,195.0,78.0,Cuoio,Donna
C1XV1095M020,Tronchetti,tronchetto donna in pelle scamosciata con elastico cognac,165.0,66.0,Cuoio,Donna
C1HP1030M077,Sandali,sandali su zeppa in pelle e glitter cuoio/platino,99.0,49.5,Cuoio,Donna
C1HH9007M007,Sandali,sandali doppia fascia con accessorio cuoio,119.0,59.5,Cuoio,Donna
C1HH9004M007,Sandali,sandali frate in rafia e con strass cuoio,119.0,59.5,Cuoio,Donna
C1GH5006M007,Sandali,sandali incrocio in pelle scamosciata e raffia cuoio,99.0,49.5,Cuoio,Donna
C1ED9014V004,Slingback,slingback in paglia intrecciata fuxia,109.9,,Fuxia,Donna
C1NB4058V004,Décolleté,décolleté in nappa chiusa sul davanti fuxia,129.9,90.93,Fuxia,Donna
C1XV9209V004,Sandali,sandali gilda effetto metallizzato fuxia,115.0,46.0,Fuxia,Donna
C1FB6020V004,Zoccoli,zoccoli intrecciati con tacco alto in legno e plateau fuxia,99.0,49.5,Fuxia,Donna
C1XV5002V004,Décolleté,décolleté in camoscio con laccio alla caviglia fuxia,149.0,59.6,Fuxia,Donna
C1EF5004V004,Tronchetti,tronchetti affusolati in pelle con cerniera laterale e tacchetto medio fuxia,149.9,104.93,Fuxia,Donna
C1XK9005V004,Sandali,sandali con mignon imbottiti su zeppa fuxia,125.0,50.0,Fuxia,Donna
C1GE9012V004,Sandali,sandali stampa effetto pitonato con strass fuxia,89.9,62.93,Fuxia,Donna
C1HN9003V004,Sandali,sandali con fasce incrocio strass su zeppa in rafia fuxia,119.9,83.93,Fuxia,Donna
C1EF9002V004,Décolleté,décolleté laccio dietro tomaia a gabbia effetto vernice fuxia,129.9,90.93,Fuxia,Donna
C1XA9003V004,Sandali,sandali in tessuto con borchie su zeppa corda fuxia,105.0,42.0,Fuxia,Donna
C1DM9135V004,Sneakers,sneakers mid pizzo degradé con lacci sfumati fuxia,79.9,55.93,Fuxia,Donna
C1EF5005V004,Décolleté,décolleté due fasce in pelle scamosciata con laccio dietro fuxia,129.9,90.93,Fuxia,Donna
C1NC1051V004,Sandali,sandali incrocio con toppone in pelle fuxia,119.9,83.93,Fuxia,Donna
C1NA5020V004,Décolleté,dècollète in pelle scamosciata e lacci fuxia,129.0,64.5,Fuxia,Donna
C1XA9002V004,Sandali,sandali in tessuto e zeppa in corda fuxia,105.0,42.0,Fuxia,Donna
C1HB4028V004,Sandali,sandali asimmetrici strass e nappa con zeppa righe strass fuxia,129.9,90.93,Fuxia,Donna
C1MB1077V004,Sandali,sandali in pelle con fascia asimmetrica fuxia,119.9,83.93,Fuxia,Donna
C1EL5003V004,Altro,scarpe aperte sul retro in pelle scamosciata con morsetto fuxia,129.9,90.93,Fuxia,Donna
C1DM9125V004,Sneakers,sneakers mid pizzo degradé con lacci strass fuxia,89.9,62.93,Fuxia,Donna
C1GD9003V004,Sandali,sandali asimmetrici con strass fuxia,89.9,62.93,Fuxia,Donna
C1GF9005V004,Sandali,sandali asimmetrici con infilatura in microstrass fuxia,99.9,69.93,Fuxia,Donna
C1EL3002V004,Altro,scarpe aperte in vernice con gabbia asimmetrica intrecciata fuxia,129.9,90.93,Fuxia,Donna
C1GF9001V004,Sandali,sandali frate con doppia catena fuxia,109.9,76.93,Fuxia,Donna
C1EL3001V004,Altro,scarpe aperte dietro in vernice con bordo e cinturino fuxia,129.9,90.93,Fuxia,Donna
C1DG9002V004,Sneakers,sneakers in tessuto sfrangiato e patch di strass fuxia,99.9,69.93,Fuxia,Donna
C1EF5015V004,Décolleté,dècollète in suede con gabbia decorativa fuxia,149.0,74.5,Fuxia,Donna
C1DB6032V004,Sneakers,sneakers in pelle scamosciata e glitter fuxia,99.9,69.93,Fuxia,Donna
C1GC5003V002,Sandali,sandali in camoscio e stampa maculata con accessorio strass multi fuxia,99.9,69.93,Fuxia,Donna
C1LB9014V004,Sandali,sandali gilda effetto laminato con fasce strass davanti fuxia,99.9,69.93,Fuxia,Donna
C1XW6005V004,Tronchetti,tronchetto donna alla caviglia con pelliccia sintetica fuxia,105.0,42.0,Fuxia,Donna
C1EF2012V002,Décolleté,dècollète in similpelle laminata con fasce laterali e fibbia multi fuxia,149.0,74.5,Fuxia,Donna
C1DB6030V004,Sneakers,sneakers in pelle scamosciata e tessuto con riporti glitter fuxia,99.9,69.93,Fuxia,Donna
C1XV7000V004,Mocassini,mocassini donna in camoscio con mignon strass fuxia,125.0,50.0,Fuxia,Donna
C1EF2011V002,Décolleté,dècollète in pelle laminata con fasce laterali multi fuxia,149.0,74.5,Fuxia,Donna
C1EG6111V004,Mocassini,mocassini in pelle scamosciata con morsetto catena fuxia,99.9,69.93,Fuxia,Donna
C1ED5002V004,Mocassini,mocassini donna in pelle scamosciata con morsetto strass fuxia,129.9,90.93,Fuxia,Donna
C1XV6004V004,Tronchetti,tronchetto donna in pelle scamosciata con elastici fuxia,195.0,78.0,Fuxia,Donna
C1XV6010V004,Décolleté,décolleté in pelle scamosciata tacco 100mm fuxia,155.0,62.0,Fuxia,Donna
C1LM9001V004,Sandali,sandalo a gabbia con cinturino alla caviglia fuxia,99.0,49.5,Fuxia,Donna
C1HL9001V004,Infradito,infradito in raffia intrecciata fuxia,99.0,49.5,Fuxia,Donna
C1GN9050V004,Sandali,sandali fasce con strass fuxia,89.0,44.5,Fuxia,Donna
C1GM9002V002,Sandali,sandali fasce incrocio in sintetico laminato multi fuxia,89.0,44.5,Fuxia,Donna
C1GH5006V004,Sandali,sandali incrocio in pelle scamosciata e raffia fuxia,99.0,49.5,Fuxia,Donna
C1GG1003V002,Sandali,sandali infradito in pelle con laccio alla caviglia multi fuxia,109.0,54.5,Fuxia,Donna
C1FD8004V004,Sandali,sandali con fascia in cavallino maculato e tacco a clessidra fuxia,119.0,59.5,Fuxia,Donna
C1FD6005V004,Sandali,sandali in pelle scamosciata con fiore 3d e cinturino alla caviglia fuxia,119.0,59.5,Fuxia,Donna
C1EL5020V002,Sandali,sandali gabbia modello gilda realizzati in camoscio multi fuxia,149.0,74.5,Fuxia,Donna
C1DE5015Z001,Slip-on,slip-on in camoscio con fascia strass giallo,139.9,97.93,Giallo,Donna
C1EL5003Z001,Altro,scarpe aperte sul retro in pelle scamosciata con morsetto giallo,129.9,90.93,Giallo,Donna
C1DG9002Z001,Sneakers,sneakers in tessuto sfrangiato e patch di strass giallo,99.9,69.93,Giallo,Donna
C1GC5014Z001,Sandali,sandali gilda in camoscio con accessorio strass giallo,99.9,69.93,Giallo,Donna
C1DB6032Z001,Sneakers,sneakers in pelle scamosciata e glitter giallo,99.9,69.93,Giallo,Donna
C1XA9910R037,Sandali,sandali in tessuto e zeppa in corda mango,109.0,43.6,Giallo,Donna
C1EG6111Z001,Mocassini,mocassini in pelle scamosciata con morsetto catena giallo,99.9,69.93,Giallo,Donna
C1ED5002Z001,Mocassini,mocassini donna in pelle scamosciata con morsetto strass giallo,129.9,90.93,Giallo,Donna
C1XD0110Z023,Sneakers,sneakers donna allacciata con glitter oro/maculato,149.0,59.6,Giallo,Donna
C1HL9001Z001,Infradito,infradito in raffia intrecciata giallo,99.0,49.5,Giallo,Donna
C1HB9051Z001,Sandali,sandali gilda con zeppa e doppia fascia con strass giallo,89.0,44.5,Giallo,Donna
C1DH9004Z005,Running,running in tessuto e pelle scamosciata multi giallo,99.9,,Giallo|Multicolor,Donna
C1DN9100N006,Slip-on,slip-on da donna con calzino grigio,99.9,,Grigio,Donna
C1XW6000N006,Tronchetti,tronchetto da donna con pelliccia sintetica grigio,115.0,46.0,Grigio,Donna
C1FC6006X004,Tronchetti,tronchetto da donna con elastico in pelle scamosciata con accessorio asfalto,159.9,79.95,Grigio,Donna
C1FC6004X004,Tronchetti,tronchetto da donna allacciato con accessorio in pelle scamosciata asfalto,149.9,74.95,Grigio,Donna
C1DZ6003N006,Tronchetti,tronchetto basso da donna in pelle scamosciata grigio,119.9,59.95,Grigio,Donna
C1DZ6001N006,Tronchetti,tronchetto da donna in pelle scamosciata grigio,119.9,59.95,Grigio,Donna
C1DB6000N006,Sneakers,sneakers da donna in pelle scamosciata e tessuto grigio,89.9,44.95,Grigio,Donna
C1HE1201N006,Stivali,stivale in pelle con fibbia e borchie grigio,179.0,71.6,Grigio,Donna
C1EB1002N006,Stringate,francesina in pelle con borchie grigio,139.0,69.5,Grigio,Donna
C1XW6004N006,Tronchetti,tronchetto donna con pelliccia sintetica grigio,115.0,46.0,Grigio,Donna
C1DN9520,Sneakers,sneakers in nylon e pelle scamosciata,149.0,59.6,Grigio,Donna
C1DN1380,Sneakers,sneakers in pelle con catena passalaccio,149.0,74.5,Grigio,Donna
C1EB1003N006,Mocassini,mocassino in pelle con borchie grigio,139.0,69.5,Grigio,Donna
C1FC1008X002,Tronchetti,tronchetto da donna con elastico in pelle spazzolata antracite,149.9,74.95,GrigioScuro,Donna
C1DM9002X002,Sneakers,sneakers da donna mid 3 fibbie antracite,89.9,44.95,GrigioScuro,Donna
C1EL9002X002,Altro,scarpe aperte in tessuto lurex con gabbia asimmetrica intrecciata antracite,119.9,83.93,GrigioScuro,Donna
C1LB9009X002,Sandali,sandali effetto laminato laccini incrocio antracite,89.9,62.93,GrigioScuro,Donna
C1DM9123X002,Tronchetti,tronchetto donna con elastico e platform antracite,119.0,59.5,GrigioScuro,Donna
C1HH9005X002,Sandali,sandali in raffia intrecciata e strass antracite,119.0,59.5,GrigioScuro,Donna
C1DM9125W004,Sneakers,sneakers mid pizzo degradé con lacci strass perla,89.9,62.93,Grigiochiaro,Donna
C1LM1042L006,Sandali,sandali in pelle incrociati sul davanti pietra,99.9,69.93,Grigiochiaro,Donna
C1DG9003W004,Sneakers,sneakers in tessuto sfrangiato perla,89.9,62.93,Grigiochiaro,Donna
C1HH9006Q007,Sandali,sandalo gilda in raffia e accessorio naturale,119.0,59.5,Grigiochiaro,Donna
C1XA9107M036,Décolleté,décolleté in canvas con allacciatura alla schiava terra,105.0,,Marrone,Donna
C1XA9106M036,Décolleté,décolleté spuntata in canvas terra,105.0,,Marrone,Donna
C1XM1023M012,Tronchetti,tronchetto da donna 3 fibbie in pelle t.moro,179.0,71.6,Marrone,Donna
C1NC9121M084,Tronchetti,tronchetto da donna con accessorio personalizzato visone,99.9,49.95,Marrone,Donna
C1NC9021M084,Tronchetti,tronchetto da donna in microfibra con accessorio personalizzato visone,99.9,49.95,Marrone,Donna
C1NA5047M084,Décolleté,décolleté in camoscio visone,129.9,64.95,Marrone,Donna
C1LD3001M104,Mocassini,mocassino da donna in naplak con morsetto t.moro/nero,139.9,69.95,Marrone,Donna
C1HA6014M012,Tronchetti,tronchetto da donna in pelle scamosciata e plateau t.moro,149.9,74.95,Marrone,Donna
C1FG9018M012,Tronchetti,tronchetto da donna con sperone e fibbie t.moro,89.9,44.95,Marrone,Donna
C1FE6001M012,Tronchetti,tronchetto da donna in pelle scamosciata con elastici t.moro,119.9,59.95,Marrone,Donna
C1FE6000M012,Stivali,stivale in pelle scamosciata con elastici t.moro,149.9,74.95,Marrone,Donna
C1FE1002M017,Tronchetti,tronchetto da donna in pelle con doppia cerniera tabacco,119.9,59.95,Marrone,Donna
C1FE1000M017,Stivali,stivale in pelle con elastici tabacco,149.9,74.95,Marrone,Donna
C1FC6005M073,Mocassini,mocassino da donna con frangia e accessorio in pelle scamosciata noce,139.9,69.95,Marrone,Donna
C1FC6004M073,Tronchetti,tronchetto da donna allacciato con accessorio in pelle scamosciata noce,149.9,74.95,Marrone,Donna
C1FC2005M012,Mocassini,mocassino da donna con frange in pelle t.moro,149.9,74.95,Marrone,Donna
C1EB6061M012,Mocassini,mocassino da donna in pelle scamosciata con morsetto t.moro,129.9,64.95,Marrone,Donna
C1HC1004M012,Stivali,stivale in pelle con borchie laterali t.moro,179.0,71.6,Marrone,Donna
C1HA6015M085,Tronchetti,tronchetto da donna in pelle scamosciata tronchetto doppia zip e plateau fango,149.9,74.95,Marrone,Donna
C1FC1106M012,Stivali,stivale in pelle con cerniera t.moro,179.0,89.5,Marrone,Donna
C1HA6002M085,Stivali,stivale donna in pelle scamosciata fango,149.0,74.5,Marrone,Donna
C1NA5140M017,Tronchetti,tronchetto donna in pelle scamosciata con elastico tabacco,159.0,79.5,Marrone,Donna
C1ND9035M011,Sandali,sandali effetto laminato con listini incrociati peltro,99.9,69.93,Marrone,Donna
C1FC1316,Stivali,stivali in pelle con logo in rilievo e suola carro armato,179.0,71.6,Marrone,Donna
C1HA6002M012,Stivali,stivale donna in pelle scamosciata t.moro,149.0,74.5,Marrone,Donna
C1EN4002M073,Tronchetti,tronchetto donna in nappa con treccia a decoro noce,139.9,97.93,Marrone,Donna
C1XA9010M017,Sandali,sandali in tessuto con allacciatura schiava su zeppa corda tabacco,105.0,42.0,Marrone,Donna
C1HA1002M017,Stivali,stivale donna in pelle tabacco,159.0,79.5,Marrone,Donna
C1HC1706,Stivali,stivali alti in pelle vintage con borchie e zeppa interna,179.0,71.6,Marrone,Donna
C1FM2014M017,Stringate,derby donna in pelle tabacco,135.0,67.5,Marrone,Donna
C1MB9073M011,Sandali,sandali schiava effetto laminato peltro,99.9,69.93,Marrone,Donna
C1XO6001M092,Zoccoli,zoccoli in pelle scamosciata con morsetto brandy,125.0,50.0,Marrone,Donna
C1GD9120M021,Infradito,infradito modello ciabatta in sughero e strass degradè multi marrone,69.0,34.5,Marrone,Donna
C1HB6103M084,Stivali,stivale in pelle scamosciata visone,169.0,84.5,Marrone,Donna
C1XW6007M025,Tronchetti,tronchetto da donna alla caviglia con pelliccia sintetica cioccolato,99.0,39.6,Marrone,Donna
C1XR6011,Stivali,stivali alti in pelle scamosciata,169.0,67.6,Marrone,Donna
C1GD9110M021,Sandali,sandali bassi modello ciabatta in sughero e strass degradè multi marrone,69.0,34.5,Marrone,Donna
C1ED1003M012,Stringate,derby donna allacciata in pelle con borchie t.moro,139.0,69.5,Marrone,Donna
C1FM2015M073,Tronchetti,tronchetto in pelle allacciato noce,149.0,74.5,Marrone,Donna
C1XV6006M019,Tronchetti,tronchetto donna in pelle scamosciata con plateau tortora,195.0,78.0,Marrone,Donna
C1XV1027,Stivali,stivali in pelle con catena decorativa,199.0,79.6,Marrone,Donna
C1XV1030,Stivali,stivali mezza gamba in pelle con allacciatura,159.0,63.6,Marrone,Donna
C1HB6102M084,Tronchetti,tronchetto in pelle scamosciata con cerniera visone,149.0,59.6,Marrone,Donna
C1GE9010M011,Sandali,sandali con doppio incrocio effetto laminato con accessorio peltro,79.9,55.93,Marrone,Donna
C1XV1032,Stivali,stivali in pelle con gambale ampio,189.0,75.6,Marrone,Donna
C1HB1001M012,Tronchetti,tronchetto da donna liscio in pelle t.moro,149.9,74.95,Marrone,Donna
C1NB5101M017,Décolleté,décolleté in pelle scamosciata con accessorio tabacco,139.0,69.5,Marrone,Donna
C1HA6240,Tronchetti,tronchetti in pelle scamosciata con borchie e tacco alto,139.0,55.6,Marrone,Donna
C1HA1240,Tronchetti,tronchetti con tacco e plateau in pelle con elastico e borchie,149.0,59.6,Marrone,Donna
C1HA1220,Tronchetti,tronchetti in pelle con cavigliera decorata,159.0,63.6,Marrone,Donna
C1EF5017M017,Tronchetti,tronchetti in suede con tacco basso tabacco,149.0,74.5,Marrone,Donna
C1LF1002M012,Tronchetti,tronchetto donna in pelle con elastico t.moro,159.0,79.5,Marrone,Donna
C1DB6033M037,Sneakers,sneakers in pelle scamosciata e cavallino deserto,119.9,83.93,Marrone,Donna
C1HD1040M018,Tronchetti,tronchetto donna in pelle marrone,159.0,63.6,Marrone,Donna
C1HD1040M012,Tronchetti,tronchetto donna in pelle t.moro,159.0,79.5,Marrone,Donna
C1XW6004M025,Tronchetti,tronchetto donna con pelliccia sintetica cioccolato,115.0,46.0,Marrone,Donna
C1NC9107M085,Tronchetti,tronchetto donna in similpelle con cerniera fango,99.0,49.5,Marrone,Donna
C1XV1093M012,Stivaletti,stivaletto donna in pelle scamosciata con elastico t.moro,179.0,71.6,Marrone,Donna
C1XA9910M019,Sandali,sandali in tessuto e zeppa in corda tortora,109.0,43.6,Marrone,Donna
C1DZ9130M011,Tronchetti,tronchetto in nylon con suola rialzata peltro,129.0,51.6,Marrone,Donna
C1EF4002,Tronchetti,tronchetti spuntati in pelle,129.0,64.5,Marrone,Donna
C1DZ9003M083,Tronchetti,tronchetto allacciato in shearling sintetico multi camel,139.0,69.5,Marrone,Donna
C1XR1039M018,Stivali,stivale in pelle con cerniera e elastici marrone,215.0,86.0,Marrone,Donna
C1DZ6110M011,Tronchetti,tronchetto in pelle scamosciata glitterata peltro,129.0,64.5,Marrone,Donna
C1XR1033M018,Stivali,stivale donna in pelle con cerniera marrone,215.0,86.0,Marrone,Donna
C1ED1005M012,Tronchetti,tronchetto in pelle con cerniera t.moro,139.0,69.5,Marrone,Donna
C1XV1072M085,Mocassini,mocassino donna  in pelle con morsetto fango,149.0,59.6,Marrone,Donna
C1LB3011M019,Tronchetti,tronchetto donna in vernice con morsetto tortora,169.0,84.5,Marrone,Donna
C1LF1005M094,Mocassini,mocassino donna in pelle corteccia,149.0,74.5,Marrone,Donna
C1LD1040M092,Mocassini,mocassino donna in pelle con plateau brandy,149.0,74.5,Marrone,Donna
C1LB3014M019,Mocassini,mocassino donna in vernice tortora,139.0,69.5,Marrone,Donna
C1FM6011M004,Mocassini,mocassino in pelle scamosciata con morsetto caffè,135.0,67.5,Marrone,Donna
C1XR6035M017,Tronchetti,tronchetto donna in pelle scamosciata con elastici tabacco,179.0,71.6,Marrone,Donna
C1XV1038M085,Décolleté,décolleté donna in pelle fango,155.0,62.0,Marrone,Donna
C1DV1002M095,Mocassini,mocassino donna in pelle e cavallino cognac/leopardo,119.0,59.5,Marrone,Donna
C1XV1067M085,Tronchetti,tronchetto donna in pelle con cerniera fango,195.0,78.0,Marrone,Donna
C1XV1095M012,Tronchetti,tronchetto donna in pelle scamosciata con elastico t.moro,165.0,66.0,Marrone,Donna
C1XV6003M019,Tronchetti,tronchetto donna in pelle scamosciata tortora,195.0,78.0,Marrone,Donna
C1XV6004M019,Tronchetti,tronchetto donna in pelle scamosciata con elastici tortora,195.0,78.0,Marrone,Donna
